text,Sentiment,Sentiment_Label,Sentiment_Code
seeing it on the video so i think we,0.0,Neutral,0
need to first try music since since it's,0.25,Positive,1
the first app i'm seeing how you control,0.25,Positive,1
the vision pro is simply by looking at,0.0,Neutral,0
something and pinching with your fingers,0.0,Neutral,0
which is as you can see i'm like going,0.0,Neutral,0
up and down my fingers and it's just,-0.15555555555555559,Negative,0
tracking it like that's so crazy okay so,-0.04999999999999999,Negative,0
let's go ahead and try to play some,0.0,Neutral,0
songs the audio sounds so good oh my,0.7,Positive,1
gosh i love it okay so far i am,0.3666666666666667,Positive,1
thoroughly thoroughly impressed also,1.0,Positive,1
along with the whole pinching thing if,0.2,Positive,1
you grab this right here you can place,0.2857142857142857,Positive,1
it anywhere in your world that you want,0.0,Neutral,0
it to be i'm telling you when you're,0.0,Neutral,0
seeing the video and it looks cool and,0.35,Positive,1
high-tech if truly is cool in high-tech,0.35,Positive,1
like there is no lie here there is no,0.0,Neutral,0
facade it's pure insaneness okay so i'm,0.35714285714285715,Positive,1
going to go ahead and leave that open,0.0,Neutral,0
just to kind of demonstrate to you that,0.6,Positive,1
that's kind of in the background okay so,0.55,Positive,1
let's go ahead and open up the notes app,0.0,Neutral,0
all right oh my gosh there's a shadow,0.2857142857142857,Positive,1
casted by the imaginary keyboard there's,0.0,Neutral,0
not even a real keyboard here this,0.2,Positive,1
shadow absolutely let's write a new note,0.16818181818181818,Positive,1
shall we so here we are let's type,0.0,Neutral,0
something of course you can use,0.0,Neutral,0
dictation which is probably easier so,0.0,Neutral,0
let's type something first who are you,0.25,Positive,1
o o okay so typing on here is a little,0.15625,Positive,1
bit difficult just a little bit but it's,-0.34375,Negative,0
honestly better than i thought and boom,0.5,Positive,1
there it is let's go ahead and test out,0.0,Neutral,0
the dictation feature cuz that's,0.0,Neutral,0
obviously better so right now we are,0.39285714285714285,Positive,1
shooting with the apple vision pro and,0.0,Neutral,0
it is absolutely amazing yes i'm just,0.6000000000000001,Positive,1
opening as many things as i can just to,0.5,Positive,1
like make a mess the next thing safari,-0.0875,Negative,0
he you know you know you know you know,0.0,Neutral,0
we got to watch a video on here my boy,0.0,Neutral,0
mr beast i have to say as cool as this,0.35,Positive,1
thing is sometimes i find myself,0.0,Neutral,0
accidentally pinching in looking at the,0.0,Neutral,0
wrong thing because i'm just too excited,-0.0625,Negative,0
and i end up clicking the wrong thing,-0.5,Negative,0
okay so i was kind of a hater in the,0.55,Positive,1
beginning as you guys saw my head was,0.0,Neutral,0
hurting i was this was not working well,0.0,Neutral,0
br i don't know if i can wear this for,0.0,Neutral,0
like that long right now my head hurts,0.11785714285714285,Positive,1
this is not supposed to be a drama point,0.0,Neutral,0
but i'm getting a little bit worried but,-0.1875,Negative,0
now that i have it set up and on my face,0.0,Neutral,0
it truly is magic i'm in this virtual,0.5,Positive,1
ecosystem where everything can happen,0.0,Neutral,0
anything okay sorry using this has,0.0,Neutral,0
become so natural to me like it started,0.1,Positive,1
off being like kind of weird now i'm,0.04999999999999999,Positive,1
just like la la la like oh my god this,0.0,Neutral,0
is just how i live my life and we're,0.13636363636363635,Positive,1
watching youtube okay so this is kind of,0.55,Positive,1
loud so we have sarah grace's video,0.1,Positive,1
going on in the background let's add it,0.0,Neutral,0
up there and let's make it a little bit,-0.1875,Negative,0
smaller oh it doesn't go any smaller,0.0,Neutral,0
than that does it go bigger,0.0,Neutral,0
a i need a minute i need a minute oh my,0.0,Neutral,0
god why am i like tearing up i need to,0.0,Neutral,0
stop no i swear i'm tearing,0.0,Neutral,0
up it's just so insane like i wish you,-1.0,Negative,0
guys could experience this with me,0.0,Neutral,0
unfortunately the apple vision pro is,-0.5,Negative,0
something that you can really only,0.0,Neutral,0
experience truly if you're in it oh my,0.0,Neutral,0
gosh i'm such a baby i need to get it,0.0,Neutral,0
together that's just crazy i know i,-0.6,Negative,0
sound crazy i know i'm being dramatic,-0.2111111111111111,Negative,0
but i truly don't even know how to,0.0,Neutral,0
explain this it it's,0.0,Neutral,0
apple look i know there's so many hate,-0.15000000000000002,Negative,0
videos out but i'm going to be the first,0.25,Positive,1
fan i'm going to be the first apple,0.25,Positive,1
vision true fan because when i'm telling,0.35,Positive,1
you i'm in this world and i have amazing,0.6000000000000001,Positive,1
screen all over the room and i'm just in,0.0,Neutral,0
another world like my own space what,0.6,Positive,1
i've been most excited to try is the,0.4375,Positive,1
different environment it's cool to have,0.175,Positive,1
your video and your notes in your own,0.6,Positive,1
home but what about being in a,0.0,Neutral,0
completely different environment,0.0,Neutral,0
altogether so here are the options for,0.0,Neutral,0
apples environment dude too many options,0.5,Positive,1
where do i want to go the moon dog i,0.0,Neutral,0
could be at the moon i think we're going,0.0,Neutral,0
to have to go with the classic this is,0.16666666666666666,Positive,1
one of the most popular ones that apple,0.55,Positive,1
came out with because it truly is,0.0,Neutral,0
gorgeous oh my god stop i can't cry,0.7,Positive,1
again i can't cry this is just a,0.0,Neutral,0
freaking youtube video i wish you guys,0.0,Neutral,0
were in this with me you don't,0.0,Neutral,0
understand how insane this looks so one,-1.0,Negative,0
of the really cool things about the,0.35,Positive,1
apple vision pro 2 is while i'm immersed,0.0,Neutral,0
into this world if someone or a friend,0.0,Neutral,0
or family starts to try to get my,0.0,Neutral,0
attention or talk to me where you at you,0.0,Neutral,0
got to can't see i can't see all of that,0.0,Neutral,0
why are you you're not here dude get in,0.0,Neutral,0
f real where you at get closer to me,0.2,Positive,1
like start talking to me like get closer,0.0,Neutral,0
hey hey sarah the dinner's,0.0,Neutral,0
music,0.0,Neutral,0
ready dude this is supposed to work why,0.2,Positive,1
is this not working it's almost like,0.0,Neutral,0
once you come to the side and talk to me,0.0,Neutral,0
over here i could not see you oh wait,0.0,Neutral,0
now now it's working w you're like in a,0.0,Neutral,0
dream like i was like in the world and,0.0,Neutral,0
then like i'm like talk to me keep you,0.0,Neutral,0
talking to me hello it only worked for a,0.0,Neutral,0
little bit it's not working anymore i,-0.1875,Negative,0
can't see you out of sight out of mind,0.0,Neutral,0
no another environment white sands oh my,0.0,Neutral,0
gosh oh gosh i don't even oh where's my,0.0,Neutral,0
body at the oh my gosh i'm going to cry,0.0,Neutral,0
i need to stop you don't understand what,0.0,Neutral,0
i'm feeling right now you don't,0.2857142857142857,Positive,1
understand what's going on in my mind in,0.0,Neutral,0
my world man i really feel like i'm here,0.2,Positive,1
i feel like i'm here i i'm here and then,0.0,Neutral,0
the second i like turn this off and go,0.0,Neutral,0
back to my real,0.1,Positive,1
world kind of just makes me sad that's i,0.04999999999999999,Positive,1
don't get why you you can like see less,-0.16666666666666666,Negative,0
and less of the virtual world and you,-0.16666666666666666,Negative,0
can see more of the virtual world now my,0.5,Positive,1
experience in the apple vision pro so,0.0,Neutral,0
far has been absolutely insane like no,-0.45,Negative,0
look this channel is different because,0.0,Neutral,0
i'm not here to sugarcoat it i didn't,0.0,Neutral,0
get this sent to me by apple came out of,0.0,Neutral,0
my money my pocket this is a complete,0.1,Positive,1
real opinion i would tell you guys if it,0.2,Positive,1
sucks and at first i thought it sucks,-0.11666666666666665,Negative,0
but now i'm completely in love with it,0.5,Positive,1
we've tried out all of the basic stuff,0.0,Neutral,0
that comes with this apple vision pro,0.0,Neutral,0
but what else can we do with it there's,0.0,Neutral,0
actually way more apps in this thing,0.25,Positive,1
than i thought i've been in this thing,0.0,Neutral,0
for about 30 minutes and to be honest,0.6,Positive,1
i'm not feeling super tired of it yet my,-0.033333333333333354,Negative,0
eyes are just getting dry for usual but,-0.15833333333333333,Negative,0
honestly i'm pretty comfortable in this,0.325,Positive,1
thing right now i'm not i'm not annoyed,0.24285714285714285,Positive,1
optic id is crazy first my fingerprint,-0.175,Negative,0
now my face now my my eye right like,0.2857142857142857,Positive,1
that's crazy next they're going to be,-0.3,Negative,0
like uh do the saliva sample to unlock,0.0,Neutral,0
your,0.0,Neutral,0
iphone lick the screen please on it got,0.0,Neutral,0
to buy the game are you freaking kidding,-0.4,Negative,0
me top 100 greatest movie scenes of all,0.75,Positive,1
time okay so this is like we're watching,0.5,Positive,1
a movie right it looks like a giant,0.14285714285714285,Positive,1
movie screen it looks great can we watch,0.8,Positive,1
this on the roof we can too let's go be,0.0,Neutral,0
somewhere else in the desert i don't,0.0,Neutral,0
know why you would want to watch a movie,0.0,Neutral,0
in the desert but i mean if you wanted,-0.3125,Negative,0
to i guess you could right oh we still,0.2857142857142857,Positive,1
shooting oh shoot man i love being in,0.5,Positive,1
this thing but my eyes are getting so,0.0,Neutral,0
tired aren't you didn't your parents,-0.4,Negative,0
always tell you not to stand so close to,0.0,Neutral,0
the tv screen and now look at me i'm,0.0,Neutral,0
literally have the screen right here the,0.2857142857142857,Positive,1
next thing i am so so excited to try is,0.1875,Positive,1
the camera because this camera will be,0.0,Neutral,0
able to shoot in 3d we took our first,0.375,Positive,1
video now let's watch it oh my gosh it's,0.0,Neutral,0
like right where i was this video put me,0.2857142857142857,Positive,1
right back where i was outside is it the,0.09523809523809523,Positive,1
best quality definitely not but i mean,0.22916666666666666,Positive,1
it works right the camera is not as,0.2857142857142857,Positive,1
impressive as i thought it would be but,1.0,Positive,1
it's still cool i could pass on the,0.35,Positive,1
camera i don't think it's that good to,0.7,Positive,1
be honest but it's cool for sure okay so,0.4875,Positive,1
this is the only game i could find on,-0.2,Negative,0
here but i mean it looks cool i don't,0.01874999999999999,Positive,1
even know what this game is what am i,-0.4,Negative,0
doing oh i have to use my freaking,0.0,Neutral,0
fingers to play oh i'm winning this is,0.5,Positive,1
so stupid i'm like pinch pinch pinch,-0.7999999999999999,Negative,0
pinch pinch pinch no turn the other way,-0.125,Negative,0
oh this is impossible all right i don't,-0.19047619047619047,Negative,0
like this game oh this is,-0.4,Negative,0
sick oh my gosh this is so cool this,-0.18214285714285716,Negative,0
works so incredibly well games is a,0.9,Positive,1
success in this no complaints about the,0.3,Positive,1
games i don't think there's that many,0.5,Positive,1
games right now but it's still cool okay,0.37857142857142856,Positive,1
so i took this panorama in june 6 2023,0.0,Neutral,0
now i'm going to open it up up and see,0.0,Neutral,0
what it's like oh i do not need to see,0.0,Neutral,0
myself that close wow this is sick how,-0.30714285714285716,Negative,0
do i get out of this i don't want to be,0.0,Neutral,0
here anymore get,0.0,Neutral,0
away stop now i'm going to go ahead and,0.0,Neutral,0
facetime some people and see their,0.0,Neutral,0
reaction to our,0.0,Neutral,0
persona why is everybody's reaction the,0.0,Neutral,0
same okay so i'm on facetime but i'm,0.25,Positive,1
super curious to what i look like becca,0.11666666666666665,Positive,1
can you please bring me the fix time,0.0,Neutral,0
oh,0.0,Neutral,0
why did it make me look like that you're,0.0,Neutral,0
telling me everyone i facetime saw me,0.0,Neutral,0
like this why do i look my eyes got all,0.0,Neutral,0
weird my ha looks,-0.5,Negative,0
ob thank you guys so much for watching,0.2,Positive,1
my review of the apple vision pro i'm,0.0,Neutral,0
here with whoever that is not me but,0.0,Neutral,0
thank you guys so much for watching this,0.2,Positive,1
video hope you guys enjoyed it and we,0.5,Positive,1
see you guys next time stop coping me,0.0,Neutral,0
bye,0.0,Neutral,0
scar,0.0,Neutral,0
music,0.0,Neutral,0
h,0.0,Neutral,0
the apple vision pro it's the newest vr,0.0,Neutral,0
headset just launched by apple this,0.0,Neutral,0
device is supposed to change how we live,0.13636363636363635,Positive,1
our daily lives but what happens if we,0.0,Neutral,0
do wear it daily what happens if we wear,0.0,Neutral,0
it for 24 hours we're about to find,0.0,Neutral,0
out okay guys it is currently 8:30 in,0.25,Positive,1
the morning i just woke up it is the,0.0,Neutral,0
start of the apple vision pro challenge,0.0,Neutral,0
so this is what my morning's looking,0.0,Neutral,0
like my eyes are so strained i just woke,0.0,Neutral,0
up to be putting this many screens in my,0.5,Positive,1
face it's freaking crazy normally i,-0.22499999999999998,Negative,0
start my mornings of like scrolling,0.0,Neutral,0
through instagram or something like that,0.0,Neutral,0
unfortunately looking at my phone,-0.5,Negative,0
through the glasses is pretty difficult,-0.125,Negative,0
is this dumb like am i that addicted to,-0.3875,Negative,0
social media that i have to like go on,0.03333333333333333,Positive,1
safari all right we are plugged into,0.2857142857142857,Positive,1
instagram this is kind of sick not going,-0.05714285714285716,Negative,0
to lie this takes me to a whole another,0.2,Positive,1
level of lazy i'm just like h oh that's,-0.25,Negative,0
cute i like how even an apple verion pro,0.5,Positive,1
i can r by watching social media in the,0.03333333333333333,Positive,1
morning dog i'm not even going to lie to,0.0,Neutral,0
you my eyes are watering cuz they're so,0.0,Neutral,0
dry why just have one social media when,-0.01666666666666666,Negative,0
i could have two i can watch tik tok,0.0,Neutral,0
while i'm on instagram i'm not going to,0.0,Neutral,0
lie this can't be good for society this,0.7,Positive,1
is so freaking,0.0,Neutral,0
music,0.0,Neutral,0
cool okay i've definitely been rotting,0.2833333333333333,Positive,1
in my bed a little too long on social,-0.06805555555555555,Negative,0
media i got to get this day,0.0,Neutral,0
music,0.0,Neutral,0
started ah my battery my battery pack is,0.0,Neutral,0
holding me,0.0,Neutral,0
back,0.0,Neutral,0
music,0.0,Neutral,0
applause,0.0,Neutral,0
music,0.0,Neutral,0
honestly i'm finding it surprisingly,0.6499999999999999,Positive,1
easy to kind of function in this thing,0.5166666666666666,Positive,1
the cameras are a little blurry it's a,-0.1875,Negative,0
little grainy in here but to be honest,0.20625,Positive,1
i'm still able to like see and do,0.5,Positive,1
everything pretty well so far the,0.175,Positive,1
morning has started off really well,0.2,Positive,1
actually i have not really had much of a,0.03333333333333333,Positive,1
problem wearing it i've enjoyed social,0.26666666666666666,Positive,1
media breakfast making was easy now i,0.43333333333333335,Positive,1
get to watch youtube who else can have a,0.0,Neutral,0
movie theater while they're eating,0.0,Neutral,0
breakfast that's freaking crazy cool b,-0.125,Negative,0
music,0.0,Neutral,0
good all right enough of this i need to,0.32857142857142857,Positive,1
go to the,0.0,Neutral,0
gym,0.0,Neutral,0
e,0.0,Neutral,0
music,0.0,Neutral,0
ready to go what are the possibilities,0.2,Positive,1
we get pulled over because what am i,0.0,Neutral,0
going to say um officer i can still see,0.0,Neutral,0
the road i was just watching youtube,0.0,Neutral,0
what am i supposed to do i need to drive,0.0,Neutral,0
to the gym here goes nothing dude what,0.0,Neutral,0
on my apple vision pro it says moving,0.0,Neutral,0
too fast content will hidden until you,0.016666666666666677,Positive,1
slow down what a scam so like if i'm,-0.2277777777777778,Negative,0
like let's say i want to watch something,0.0,Neutral,0
let's see what happens when we try to,0.0,Neutral,0
have youtube on there we start,0.0,Neutral,0
music,0.0,Neutral,0
moving well i guess we can't watch stuff,0.0,Neutral,0
while we drive what do you mean i can't,-0.3125,Negative,0
watch youtube while i,0.0,Neutral,0
drive my head hurts hey yo there stuff,0.0,Neutral,0
flying at me in the screen so i'm,0.0,Neutral,0
starting to think this wasn't maybe made,0.0,Neutral,0
for driving because there's this thing,0.0,Neutral,0
in front of me that won't disappear no,0.0,Neutral,0
matter what i click i mean it's not like,-0.3125,Negative,0
messing up my field of vision at all but,0.0,Neutral,0
it's just like annoying like if i truly,-0.8,Negative,0
wanted to drive with this on i couldn't,0.0,Neutral,0
look at this stupid thing in the way i,-0.7999999999999999,Negative,0
may be stupid for this one we made it,-0.7999999999999999,Negative,0
safe now is the apple vision pro made,0.5,Positive,1
for driving most definitely not do not,0.25,Positive,1
drive with this on it sucks and it just,-0.3,Negative,0
sucks you can't even watch tik tok while,-0.3,Negative,0
you're driving i am so nervous to go in,0.0,Neutral,0
there i have a feeling they're going to,0.0,Neutral,0
kick us out because this just looks,0.0,Neutral,0
intimidating but i'm just trying to get,0.0,Neutral,0
a freaking workout in bro don't try to,0.0,Neutral,0
stop the game i don't care what other,-0.2625,Negative,0
people say i came for the gains i came,0.0,Neutral,0
for the grind if they're going to try to,0.0,Neutral,0
stop the grind they just don't want to,0.0,Neutral,0
see me rise and grind stupid they really,-0.29999999999999993,Negative,0
good yeah okay you like it we're going,0.6,Positive,1
to hit a workout in this what do you,0.0,Neutral,0
think yes sir it's going to be lit yeah,0.0,Neutral,0
i'm,0.0,Neutral,0
hyped mega workout oh god this is,0.0,Neutral,0
mercing where she warm up right here,0.44285714285714284,Positive,1
someone warming up right there over here,0.2857142857142857,Positive,1
i'm so embarrassed this has to be top 10,0.5,Positive,1
humiliating things i've ever done in my,0.0,Neutral,0
music,0.0,Neutral,0
life let's go i'm,0.0,Neutral,0
music,0.0,Neutral,0
ready can you hear the,0.2,Positive,1
music,0.0,Neutral,0
music,0.0,Neutral,0
jam,0.0,Neutral,0
music,0.0,Neutral,0
music,0.0,Neutral,0
i think this is pretty,0.25,Positive,1
epic i need this video to motivate me,0.1,Positive,1
you got to go get it but to win fights,0.8,Positive,1
you got to have,0.0,Neutral,0
stamina,0.0,Neutral,0
i'm feeling a lot of judgment in this,0.0,Neutral,0
gym right now so what i'm going to do,0.2857142857142857,Positive,1
i'm going to just tune out the haters,0.0,Neutral,0
can't see the haters anymore the haters,0.0,Neutral,0
want to see,0.0,Neutral,0
music,0.0,Neutral,0
ly i'm sweating in this thing so bad i,-0.6999999999999998,Negative,0
feel like rubbing my face do some cardio,0.0,Neutral,0
yeah so far this workout has been pretty,0.175,Positive,1
good other than you know the haters that,0.2875,Positive,1
are like judging me or whatever it's,0.0,Neutral,0
been good i've had motivational music on,0.7,Positive,1
i've had motivational videos but,0.0,Neutral,0
everybody knows the treadmill is the,0.0,Neutral,0
worst when you're on this thing you're,-1.0,Negative,0
getting bored not with this let's go,-0.5,Negative,0
i really like this youtuber i think this,0.2,Positive,1
is going to be very fun to watch i'm,0.39,Positive,1
like in a movie theater but with a,0.0,Neutral,0
music,0.0,Neutral,0
treadmill i did like slow paced cardio,-0.30000000000000004,Negative,0
but like i want to take it up a not i,0.0,Neutral,0
want to be,0.0,Neutral,0
fast this is such a bad,-0.1666666666666666,Negative,0
idea my battery's,0.0,Neutral,0
music,0.0,Neutral,0
falling going i st man i'm,0.0,Neutral,0
tired i'm,-0.4,Negative,0
done honestly not too b of a workout how,-0.3,Negative,0
would i rate the workout don't workout,0.0,Neutral,0
in this half of my face is so sweaty and,-0.16666666666666666,Negative,0
it's just trapped in these goggles,-0.2,Negative,0
everybody looked at me like,0.0,Neutral,0
stupid let the,-0.7999999999999999,Negative,0
well the gym is over but now we have,0.0,Neutral,0
another,0.0,Neutral,0
problem this is so,0.0,Neutral,0
music,0.0,Neutral,0
dumb we just can't get my head wet like,-0.2375,Negative,0
i just have to wash our body if i get,0.0,Neutral,0
this thing wet it's going to break,-0.1,Negative,0
"4,000 that might have been one of the",0.0,Neutral,0
stupidest things i've ever done it's all,0.0,Neutral,0
good we ended up coming out my hair is,0.7,Positive,1
still kind of stinky but we did it we,0.6,Positive,1
should we'll get some work done i feel,0.0,Neutral,0
like we haven't done much we need to get,0.2,Positive,1
my favorite place to work starbucks,0.5,Positive,1
hello do you want anything do you want,0.0,Neutral,0
anything let me do an ice matcha latte,0.0,Neutral,0
with oat milk can i do the h and swi,0.0,Neutral,0
croissant i have my rewards thank you oh,0.0,Neutral,0
my gosh so was f i'm sorry i will buy,-0.5,Negative,0
those off you'll buy them off of me,0.0,Neutral,0
right now 10 grand take it to leave,0.39285714285714285,Positive,1
it no never,0.0,Neutral,0
mind sorry go,-0.5,Negative,0
ahead i'm,0.0,Neutral,0
embarrassed like like,0.0,Neutral,0
a,0.0,Neutral,0
something really cool about the apple,0.35,Positive,1
vision pro too is having the computer,0.0,Neutral,0
out i can click connect and it,0.0,Neutral,0
automatically will put the display of my,0.0,Neutral,0
computer on my face and now i can,0.0,Neutral,0
control,0.0,Neutral,0
music,0.0,Neutral,0
it hey stop you're touching my keyboard,0.5,Positive,1
it's a little distracting in here,-0.1875,Negative,0
there's like a lot of things going on,0.0,Neutral,0
it's kind of crazy so let's turn on an,0.0,Neutral,0
environment now this is what i'm talking,0.0,Neutral,0
about oh,0.0,Neutral,0
shoot this is so great oh shoot can't,0.8,Positive,1
see my drink where is my,0.0,Neutral,0
drink the workflow in this thing is,0.0,Neutral,0
amazing although i look goofy and people,0.55,Positive,1
will probably laugh at me i'm able to,0.4,Positive,1
have like three monitors they only have,0.0,Neutral,0
one i have three that's enough work for,0.0,Neutral,0
today okay so i have to get get some,0.5,Positive,1
groceries i'm getting done with this,0.0,Neutral,0
challenge to be honest with you,0.6,Positive,1
everywhere i go people are laughing at,0.0,Neutral,0
me like visibly laughing let's just get,0.0,Neutral,0
our bananas and go three 2,0.0,Neutral,0
one i forgot what's on my grocery list,0.0,Neutral,0
oh okay i need yogurt it's always so,0.5,Positive,1
cold in here,-0.6,Negative,0
music,0.0,Neutral,0
ooh i feel pretty dystopian right now i,0.26785714285714285,Positive,1
feel like this is like a new world's,0.13636363636363635,Positive,1
order everything is going to be robotic,-0.1,Negative,0
in the matrix now,0.0,Neutral,0
tech sorry,-0.5,Negative,0
music,0.0,Neutral,0
sorry oh,-0.5,Negative,0
sorry where are the waffles are these,-0.5,Negative,0
pancakes i want pancakes get over there,0.0,Neutral,0
everybody's laughing at,0.0,Neutral,0
music,0.0,Neutral,0
me,0.0,Neutral,0
a my,0.0,Neutral,0
fo i don't know if i can take this i'm,0.0,Neutral,0
getting nauseous everything is so blurry,0.0,Neutral,0
i feel i feel like i'm going to pass out,0.0,Neutral,0
everything like why is there a buckly,0.0,Neutral,0
right,0.2857142857142857,Positive,1
there i've been in this thing for like i,0.0,Neutral,0
want to say 10 hours now and it's,0.0,Neutral,0
starting to hit me you don't understand,0.0,Neutral,0
like i'm seeing life through cameras and,0.0,Neutral,0
cameras have motion blur so when i'm,0.0,Neutral,0
moving around it's i feel sick i feel so,-0.7142857142857143,Negative,0
sick right now i'm going to get some,-0.2142857142857143,Negative,0
water but we need to continue this,0.0,Neutral,0
challenge like i'm not going to like,0.0,Neutral,0
quit just because i feel sick we have to,-0.7142857142857143,Negative,0
keep going it's just starting to get to,0.0,Neutral,0
me like everybody's laughing at me i,0.0,Neutral,0
feel this that's not that's not funny,-0.125,Negative,0
i'm like half joking half not,-0.16666666666666666,Negative,0
joking everybody is looking at me like,0.0,Neutral,0
i'm,0.0,Neutral,0
music,0.0,Neutral,0
crazy sauce sc ah my batter is at 10%,-0.6,Negative,0
dude i'm about to die here in a minute,0.0,Neutral,0
you're not going to be able to see,0.5,Positive,1
anything i know it's just me pitch black,-0.16666666666666666,Negative,0
i'm serious when you get the groceries,-0.3333333333333333,Negative,0
and get out of here i'm at 10% once this,0.0,Neutral,0
dies i die like i die sweet ep run sa,0.35,Positive,1
sauce got it ah i left my note back,0.0,Neutral,0
there there we go i need syrup,0.0,Neutral,0
still what's,0.0,Neutral,0
music,0.0,Neutral,0
up some friends who are into vr rma mean,-0.3125,Negative,0
health really oh for the headach,0.2,Positive,1
yeah,0.0,Neutral,0
music,0.0,Neutral,0
like your vr how do i look do look good,0.7,Positive,1
i know yeah yeah i have 30 more seconds,0.5,Positive,1
in this thing before it dies it's,0.0,Neutral,0
completely black i can't see anything i,-0.16666666666666666,Negative,0
genuinely can't see anything help me,0.4,Positive,1
literally it's dead i didn't bring the,-0.2,Negative,0
extra battery pack and if we i can't,0.0,Neutral,0
walk around like this if i take off the,0.0,Neutral,0
headset i ruin the challenge becca if,0.0,Neutral,0
you run me into something i swear becca,0.0,Neutral,0
where are we going we know where the car,0.0,Neutral,0
is can't see because i don't trust,0.0,Neutral,0
you you're going to have to put them in,0.0,Neutral,0
the car dog right there just put the,0.2857142857142857,Positive,1
groceries in,0.0,Neutral,0
there all right so we made it back from,0.14285714285714285,Positive,1
the grocery store i got my extra battery,0.0,Neutral,0
pack i just feeling so nauseous like i,0.0,Neutral,0
have really really bad motion sickness,-0.6999999999999998,Negative,0
i'm just like moving around so much at,0.2,Positive,1
the grocery store and i just we to drink,0.0,Neutral,0
some water and just chill for a bit,0.0,Neutral,0
before we like start,0.0,Neutral,0
music,0.0,Neutral,0
dinner okay so it's getting later now,0.25,Positive,1
and i'm super super hungry so it's time,0.3333333333333333,Positive,1
to cook again a little bit worried about,-0.1875,Negative,0
cooking with like the stove with these,0.0,Neutral,0
cuzz you know you're not really supposed,-0.1,Negative,0
to cook with this stuff on but i'll be,0.0,Neutral,0
safe we're making,0.5,Positive,1
music,0.0,Neutral,0
pasta 5,0.0,Neutral,0
o,0.0,Neutral,0
stop,0.0,Neutral,0
terrible that's what the recipe said to,-1.0,Negative,0
do i mean not really but chef sah,-0.20625,Negative,0
chefing it up i love that i can have my,0.5,Positive,1
recipe right here and then i'm also kind,0.44285714285714284,Positive,1
of like again i'm an ipad kid so i need,0.0,Neutral,0
to have a video going so i don't get,0.0,Neutral,0
bored having multiple tik tok accounts,-0.25,Negative,0
hey siri set a timer for 8 minutes and,0.0,Neutral,0
then you can just leave your clock right,0.2857142857142857,Positive,1
there over the pasta that's so freaking,0.0,Neutral,0
music,0.0,Neutral,0
cool it's like a tomato sauce commercial,0.175,Positive,1
h the better weight to tomato the better,0.5,Positive,1
we to tomato dude the coloring in here,0.0,Neutral,0
is so wack like it looks very orange it,0.2,Positive,1
doesn't look,0.0,Neutral,0
red like this is the ultimate cooking,0.0,Neutral,0
music,0.0,Neutral,0
experience this is authentic recipe from,0.5,Positive,1
allrecipes.com,0.0,Neutral,0
music,0.0,Neutral,0
okay so it's now about like 8:30 so most,0.5,Positive,1
of the time i will watch tv on my tv but,0.0,Neutral,0
we have apple vision pro we need bigger,0.0,Neutral,0
better,0.5,Positive,1
music,0.0,Neutral,0
beyond okay i'm i'm done with that i am,0.5,Positive,1
all be are now my eyes burn that was a,0.0,Neutral,0
cool movie night it was very cool to see,0.40249999999999997,Positive,1
in such a big screen but my eyes are,0.0,Neutral,0
burningly with the battery pack on the,0.0,Neutral,0
side just for safety purposes i would,0.0,Neutral,0
hate for it to like catch when i fire on,-0.8,Negative,0
the middle night or something i'm ready,0.1,Positive,1
to knock out i don't think it's possible,0.0,Neutral,0
for me to sleep in this but we're,0.0,Neutral,0
definitely going to try sleep on my back,0.0,Neutral,0
but definitely going to be an,0.0,Neutral,0
uncomfortable night for,-0.5,Negative,0
sure okay this was the stupidest thing,0.5,Positive,1
i've ever tried to do been trying to,0.0,Neutral,0
fall asleep for like an hour and i can't,0.0,Neutral,0
sleep i'm taking this off i'm not,0.0,Neutral,0
sleeping with it's,0.0,Neutral,0
on and just like that our 2 24 hours,0.0,Neutral,0
with the apple vision pro is over i,0.0,Neutral,0
definitely failed this challenge i was,-0.5,Negative,0
not slepping with it on i'm not a crazy,0.3,Positive,1
person okay the time that i did have it,0.5,Positive,1
on was exhausting my eyes were,-0.4,Negative,0
constantly hurting i met a lot of really,0.1,Positive,1
cool people during this challenge oh,0.35,Positive,1
sorry sorry go ahead sorry sorry got,-0.5,Negative,0
laughed at a lot but overall i was in a,0.35,Positive,1
different world for 24 hours and i kind,0.3,Positive,1
of enjoyed it do i recommend doing this,0.5,Positive,1
definitely not don't do it skip,0.0,Neutral,0
it,0.0,Neutral,0
this is the apple vision pro if you,0.0,Neutral,0
haven't heard of it click off this video,0.0,Neutral,0
before it's too late put down your phone,-0.2277777777777778,Negative,0
go smell a flower or,0.0,Neutral,0
something well if you have heard of it,0.0,Neutral,0
welcome i'm going to be surviving the,0.8,Positive,1
next 50 hours living out the average,-0.075,Negative,0
american weekend while in apple vision,0.0,Neutral,0
pro to begin i'm just going to put on,0.0,Neutral,0
the headset and,0.0,Neutral,0
music,0.0,Neutral,0
we all right the clock is ticking here,0.2857142857142857,Positive,1
are the rules rule number one i can't,0.0,Neutral,0
take off this apple vision pro at all no,0.0,Neutral,0
matter what even if that means things,0.0,Neutral,0
get extremely awkward in public rule,-0.3,Negative,0
number two my screen time must be 50,0.0,Neutral,0
hours to complete this challenge and,0.1,Positive,1
rule number three i'm not allowed to use,0.0,Neutral,0
any technology other than the apple,-0.125,Negative,0
